opportunity_id,outlet_id,outlet_name,territory_id,rep_id,outlet_type,tier,opportunity_type,score,priority,evidence,recommended_action,status
OPP-001055,1937,Swaminathan Retail,10,43,Modern Trade,C,REVENUE_RECOVERY,65,MEDIUM,"[""Revenue declined 68.3% vs previous 30d"", ""Revenue gap of \u20b91,231"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001056,1939,Ganguly Traders,4,25,Modern Trade,C,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b95,566"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001057,1939,Ganguly Traders,4,25,Modern Trade,C,INACTIVE_OUTLET,70,MEDIUM,"[""No order for 41 days"", ""Zero revenue in current 30d"", ""Previous 30d revenue was \u20b95,566""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover previous purchasing behaviour.,OPEN
OPP-001058,1940,Pandey General Store,4,1,Supermarket,A,REVENUE_RECOVERY,95,HIGH,"[""Revenue declined 55.5% vs previous 30d"", ""Revenue gap of \u20b923,809"", ""Order frequency declined 42.9%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001059,1943,Suresh Supermarket,4,81,Convenience,B,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 66.8% vs previous 30d"", ""Revenue gap of \u20b97,870"", ""Order frequency declined 66.7%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001060,1944,Gour Retail,6,29,Supermarket,B,REVENUE_RECOVERY,95,HIGH,"[""Revenue declined 70.4% vs previous 30d"", ""Revenue gap of \u20b98,188"", ""Order frequency declined 33.3%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001061,1950,Ahuja Traders,5,51,Modern Trade,B,REVENUE_RECOVERY,68,MEDIUM,"[""Revenue declined 34.0% vs previous 30d"", ""Revenue gap of \u20b96,837"", ""Order frequency declined""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001062,1951,Sachar Supermarket,7,44,Pharmacy,C,REVENUE_RECOVERY,80,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b9708"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001063,1951,Sachar Supermarket,7,44,Pharmacy,C,INACTIVE_OUTLET,50,LOW,"[""No order for 42 days"", ""Zero revenue in current 30d""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover previous purchasing behaviour.,OPEN
OPP-001064,1952,Devan Traders,9,95,Pharmacy,A,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b912,398"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001065,1952,Devan Traders,9,95,Pharmacy,A,INACTIVE_OUTLET,85,HIGH,"[""No order for 47 days"", ""Zero revenue in current 30d"", ""Previous 30d revenue was \u20b912,398""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover previous purchasing behaviour.,OPEN
OPP-001066,1958,Tiwari Retail,7,13,General Trade,C,REVENUE_RECOVERY,82,HIGH,"[""Revenue declined 60.4% vs previous 30d"", ""Revenue gap of \u20b94,249"", ""Order frequency declined 50.0%"", ""Revenue growth below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001067,1960,Prakash Retail,4,54,Supermarket,C,REVENUE_RECOVERY,65,MEDIUM,"[""Revenue declined 100.0% vs previous 30d"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001068,1960,Prakash Retail,4,54,Supermarket,C,INACTIVE_OUTLET,65,MEDIUM,"[""No order for 50 days"", ""Zero revenue in current 30d""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover previous purchasing behaviour.,OPEN
OPP-001069,1962,Subramanian Retail,9,93,Supermarket,B,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 89.7% vs previous 30d"", ""Revenue gap of \u20b98,788"", ""Order frequency declined 50.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001070,1963,Sura Supermarket,12,53,Convenience,C,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b95,034"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001071,1963,Sura Supermarket,12,53,Convenience,C,INACTIVE_OUTLET,70,MEDIUM,"[""No order for 33 days"", ""Zero revenue in current 30d"", ""Previous 30d revenue was \u20b95,034""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover previous purchasing behaviour.,OPEN
OPP-001072,1964,Babu Traders,7,84,Modern Trade,B,REVENUE_RECOVERY,35,LOW,"[""Revenue declined 20.1% vs previous 30d"", ""Revenue gap of \u20b91,717""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001073,1966,Wali Traders,12,18,Supermarket,C,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b912,341"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001074,1967,Sabharwal Traders,4,1,General Trade,C,REVENUE_RECOVERY,92,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b93,321"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001075,1967,Sabharwal Traders,4,1,General Trade,C,INACTIVE_OUTLET,75,HIGH,"[""No order for 50 days"", ""Zero revenue in current 30d"", ""Previous 30d revenue was \u20b93,321""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover previous purchasing behaviour.,OPEN
OPP-001076,1968,Arora Supermarket,10,6,Pharmacy,B,REVENUE_RECOVERY,62,MEDIUM,"[""Revenue declined 21.0% vs previous 30d"", ""Revenue gap of \u20b92,908"", ""Order frequency declined 25.0%"", ""Revenue growth below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001077,1971,Maharaj Traders,9,95,Convenience,B,REVENUE_RECOVERY,40,LOW,"[""Revenue declined 18.2% vs previous 30d"", ""Revenue gap of \u20b9898"", ""Revenue growth below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001078,1972,Wason General Store,4,26,Pharmacy,C,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b97,077"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001079,1972,Wason General Store,4,26,Pharmacy,C,INACTIVE_OUTLET,70,MEDIUM,"[""No order for 34 days"", ""Zero revenue in current 30d"", ""Previous 30d revenue was \u20b97,077""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover previous purchasing behaviour.,OPEN
OPP-001080,1978,Chhabra Retail,1,3,Convenience,C,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b95,420"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001081,1978,Chhabra Retail,1,3,Convenience,C,INACTIVE_OUTLET,70,MEDIUM,"[""No order for 36 days"", ""Zero revenue in current 30d"", ""Previous 30d revenue was \u20b95,420""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover previous purchasing behaviour.,OPEN
OPP-001082,1979,Char Retail,7,28,General Trade,C,REVENUE_RECOVERY,58,MEDIUM,"[""Revenue declined 33.4% vs previous 30d"", ""Revenue gap of \u20b91,319"", ""Order frequency declined 50.0%""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001083,1983,Handa General Store,2,40,General Trade,C,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b95,599"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001084,1983,Handa General Store,2,40,General Trade,C,INACTIVE_OUTLET,70,MEDIUM,"[""No order for 34 days"", ""Zero revenue in current 30d"", ""Previous 30d revenue was \u20b95,599""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover previous purchasing behaviour.,OPEN
OPP-001085,1984,Vyas Retail,5,31,Modern Trade,C,REVENUE_RECOVERY,63,MEDIUM,"[""Revenue declined 49.1% vs previous 30d"", ""Revenue gap of \u20b91,487"", ""Order frequency declined 50.0%"", ""Revenue growth below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001086,1987,Loke Mart,6,80,Modern Trade,C,REVENUE_RECOVERY,80,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b91,933"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001087,1987,Loke Mart,6,80,Modern Trade,C,INACTIVE_OUTLET,60,MEDIUM,"[""No order for 36 days"", ""Zero revenue in current 30d"", ""Previous 30d revenue was \u20b91,933""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover previous purchasing behaviour.,OPEN
OPP-001088,1992,Sharaf Retail,4,1,Supermarket,B,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 67.8% vs previous 30d"", ""Revenue gap of \u20b96,424"", ""Order frequency declined 50.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001089,1993,Kohli General Store,4,60,Convenience,A,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 91.3% vs previous 30d"", ""Revenue gap of \u20b917,502"", ""Order frequency declined 80.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001090,1994,Kara Supermarket,12,18,Supermarket,B,REVENUE_RECOVERY,92,HIGH,"[""Revenue declined 82.1% vs previous 30d"", ""Revenue gap of \u20b92,922"", ""Order frequency declined 50.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001091,1996,Buch Traders,6,86,Modern Trade,C,REVENUE_RECOVERY,80,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b91,583"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001092,1996,Buch Traders,6,86,Modern Trade,C,INACTIVE_OUTLET,75,HIGH,"[""No order for 56 days"", ""Zero revenue in current 30d"", ""Previous 30d revenue was \u20b91,583""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover previous purchasing behaviour.,OPEN
OPP-001093,1999,Ravi Retail,12,15,Supermarket,C,REVENUE_RECOVERY,65,MEDIUM,"[""Revenue declined 87.9% vs previous 30d"", ""Revenue gap of \u20b91,272"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001094,2000,Raghavan Retail,2,75,Supermarket,B,REVENUE_RECOVERY,65,MEDIUM,"[""Revenue declined 19.2% vs previous 30d"", ""Revenue gap of \u20b9589"", ""Order frequency declined 50.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001095,2003,Bhalla Supermarket,12,18,General Trade,A,REVENUE_RECOVERY,95,HIGH,"[""Revenue declined 64.3% vs previous 30d"", ""Revenue gap of \u20b921,292"", ""Order frequency declined 42.9%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001096,2004,Andra Retail,5,47,Modern Trade,B,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b95,005"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001097,2004,Andra Retail,5,47,Modern Trade,B,INACTIVE_OUTLET,85,HIGH,"[""No order for 55 days"", ""Zero revenue in current 30d"", ""Previous 30d revenue was \u20b95,005""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover previous purchasing behaviour.,OPEN
OPP-001098,2006,Butala Supermarket,10,94,Modern Trade,A,REVENUE_RECOVERY,62,MEDIUM,"[""Revenue declined 16.2% vs previous 30d"", ""Revenue gap of \u20b94,649"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
OPP-001099,2007,Tata Mart,9,35,Pharmacy,C,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b97,678"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify affected products/categories, and attempt revenue recovery.",OPEN
