opportunity_id,outlet_id,outlet_name,territory_id,rep_id,outlet_type,tier,opportunity_type,score,severity,evidence,recommended_action,status
OPP-001153,2049,Seshadri Supermarket,5,17,Convenience,C,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b93,118 vs previous 30d"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001154,2049,Seshadri Supermarket,5,17,Convenience,C,INACTIVE_OUTLET,65,MEDIUM,"[""No order for 57 days"", ""Zero revenue in the current 30-day period""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover the outlet's previous purchasing behaviour.,OPEN
OPP-001155,2052,Parekh Traders,4,12,General Trade,A,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 38.8% vs previous 30d"", ""Revenue gap of \u20b99,613 vs previous 30d"", ""Order frequency declined 25.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001156,2054,Sankaran General Store,10,100,General Trade,C,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b93,745 vs previous 30d"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001157,2054,Sankaran General Store,10,100,General Trade,C,INACTIVE_OUTLET,65,MEDIUM,"[""No order for 53 days"", ""Zero revenue in the current 30-day period""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover the outlet's previous purchasing behaviour.,OPEN
OPP-001158,2056,Rai Supermarket,3,83,General Trade,A,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 42.3% vs previous 30d"", ""Revenue gap of \u20b914,859 vs previous 30d"", ""Order frequency declined 33.3%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001159,2059,Koshy Retail,3,20,Convenience,C,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 74.1% vs previous 30d"", ""Revenue gap of \u20b93,950 vs previous 30d"", ""Order frequency declined 33.3%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001160,2063,Dube General Store,12,30,Supermarket,B,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 61.1% vs previous 30d"", ""Revenue gap of \u20b912,915 vs previous 30d"", ""Order frequency declined 50.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001161,2065,Dube Supermarket,12,78,Supermarket,C,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b91,984 vs previous 30d"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001162,2065,Dube Supermarket,12,78,Supermarket,C,INACTIVE_OUTLET,65,MEDIUM,"[""No order for 36 days"", ""Zero revenue in the current 30-day period""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover the outlet's previous purchasing behaviour.,OPEN
OPP-001163,2066,Ramachandran General Store,10,100,General Trade,A,REVENUE_RECOVERY,65,MEDIUM,"[""Revenue declined 9.4% vs previous 30d"", ""Revenue gap of \u20b91,042 vs previous 30d"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001164,2067,Nadig General Store,5,51,Convenience,C,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 90.6% vs previous 30d"", ""Revenue gap of \u20b95,288 vs previous 30d"", ""Order frequency declined 50.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001165,2068,Patel Mart,4,81,Convenience,C,REVENUE_RECOVERY,50,MEDIUM,"[""Revenue declined 75.7% vs previous 30d"", ""Revenue gap of \u20b9639 vs previous 30d""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001166,2077,Deo Supermarket,10,94,Convenience,B,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b94,462 vs previous 30d"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001167,2077,Deo Supermarket,10,94,Convenience,B,INACTIVE_OUTLET,65,MEDIUM,"[""No order for 48 days"", ""Zero revenue in the current 30-day period""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover the outlet's previous purchasing behaviour.,OPEN
OPP-001168,2078,Chahal General Store,10,43,Supermarket,B,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b913,639 vs previous 30d"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001169,2078,Chahal General Store,10,43,Supermarket,B,INACTIVE_OUTLET,80,HIGH,"[""No order for 50 days"", ""Zero revenue in the current 30-day period"", ""Previous 30d revenue was \u20b913,639""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover the outlet's previous purchasing behaviour.,OPEN
OPP-001170,2080,Sankar General Store,7,68,Pharmacy,C,REVENUE_RECOVERY,90,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b9898 vs previous 30d"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001171,2080,Sankar General Store,7,68,Pharmacy,C,INACTIVE_OUTLET,65,MEDIUM,"[""No order for 33 days"", ""Zero revenue in the current 30-day period""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover the outlet's previous purchasing behaviour.,OPEN
OPP-001172,2082,Vala Mart,8,70,Modern Trade,C,REVENUE_RECOVERY,80,HIGH,"[""Revenue declined 57.7% vs previous 30d"", ""Revenue gap of \u20b92,128 vs previous 30d"", ""Order frequency declined 50.0%""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001173,2084,Chauhan Supermarket,9,93,Convenience,C,REVENUE_RECOVERY,90,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b9941 vs previous 30d"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001174,2084,Chauhan Supermarket,9,93,Convenience,C,INACTIVE_OUTLET,65,MEDIUM,"[""No order for 31 days"", ""Zero revenue in the current 30-day period""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover the outlet's previous purchasing behaviour.,OPEN
OPP-001175,2085,Bal Traders,7,13,Convenience,C,REVENUE_RECOVERY,75,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001176,2085,Bal Traders,7,13,Convenience,C,INACTIVE_OUTLET,65,MEDIUM,"[""No order for 48 days"", ""Zero revenue in the current 30-day period""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover the outlet's previous purchasing behaviour.,OPEN
OPP-001177,2087,Pandya Supermarket,12,15,Convenience,A,REVENUE_RECOVERY,80,HIGH,"[""Revenue declined 25.7% vs previous 30d"", ""Revenue gap of \u20b96,924 vs previous 30d"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001178,2088,Chander Traders,10,43,Supermarket,C,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b98,582 vs previous 30d"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001179,2088,Chander Traders,10,43,Supermarket,C,INACTIVE_OUTLET,80,HIGH,"[""No order for 33 days"", ""Zero revenue in the current 30-day period"", ""Previous 30d revenue was \u20b98,582""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover the outlet's previous purchasing behaviour.,OPEN
OPP-001180,2090,Rajan Supermarket,12,18,General Trade,A,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b93,262 vs previous 30d"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001181,2090,Rajan Supermarket,12,18,General Trade,A,INACTIVE_OUTLET,65,MEDIUM,"[""No order for 46 days"", ""Zero revenue in the current 30-day period""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover the outlet's previous purchasing behaviour.,OPEN
OPP-001182,2092,Manne Traders,7,44,Modern Trade,C,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b93,288 vs previous 30d"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001183,2092,Manne Traders,7,44,Modern Trade,C,INACTIVE_OUTLET,65,MEDIUM,"[""No order for 47 days"", ""Zero revenue in the current 30-day period""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover the outlet's previous purchasing behaviour.,OPEN
OPP-001184,2093,Sachdev General Store,12,78,Modern Trade,B,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 40.6% vs previous 30d"", ""Revenue gap of \u20b93,792 vs previous 30d"", ""Order frequency declined 66.7%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001185,2095,Chad Retail,5,47,Modern Trade,C,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b91,091 vs previous 30d"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001186,2095,Chad Retail,5,47,Modern Trade,C,INACTIVE_OUTLET,65,MEDIUM,"[""No order for 41 days"", ""Zero revenue in the current 30-day period""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover the outlet's previous purchasing behaviour.,OPEN
OPP-001187,2098,Gara General Store,12,78,Pharmacy,C,REVENUE_RECOVERY,60,MEDIUM,"[""Revenue declined 33.9% vs previous 30d"", ""Revenue gap of \u20b91,355 vs previous 30d""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001188,2099,Rai Mart,4,96,Modern Trade,A,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 49.4% vs previous 30d"", ""Revenue gap of \u20b98,217 vs previous 30d"", ""Order frequency declined 33.3%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001189,2101,Dewan Mart,8,55,Convenience,C,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 81.4% vs previous 30d"", ""Revenue gap of \u20b95,531 vs previous 30d"", ""Order frequency declined 50.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001190,2103,Mitra Mart,10,100,Pharmacy,B,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 94.8% vs previous 30d"", ""Revenue gap of \u20b98,936 vs previous 30d"", ""Order frequency declined 66.7%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001191,2106,Dhingra Retail,2,75,Convenience,C,REVENUE_RECOVERY,80,HIGH,"[""Revenue declined 55.5% vs previous 30d"", ""Revenue gap of \u20b93,687 vs previous 30d"", ""Order frequency declined 66.7%""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001192,2107,Bhatnagar Traders,10,33,Convenience,C,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b95,112 vs previous 30d"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001193,2108,Ganesh Traders,4,54,Supermarket,C,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b93,483 vs previous 30d"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
OPP-001194,2108,Ganesh Traders,4,54,Supermarket,C,INACTIVE_OUTLET,65,MEDIUM,"[""No order for 37 days"", ""Zero revenue in the current 30-day period""]",Prioritize a reactivation visit. Investigate the reason for inactivity and attempt to recover the outlet's previous purchasing behaviour.,OPEN
OPP-001195,2110,Majumdar Retail,12,50,Convenience,B,REVENUE_RECOVERY,100,HIGH,"[""Revenue declined 100.0% vs previous 30d"", ""Revenue gap of \u20b96,384 vs previous 30d"", ""Order frequency declined 100.0%"", ""Revenue growth materially below peer benchmark""]","Prioritize an outlet visit to investigate lost volume, identify the affected products/categories, and attempt revenue recovery.",OPEN
