global_rank,type_rank,opportunity_id,outlet_id,opportunity_type,priority_score,priority_band,action_urgency,score,priority,evidence,recommended_action,revenue_30d,revenue_previous_30d,revenue_per_visit_30d,target_achievement_pct,revenue_index_vs_peer,visits_30d,productive_visits_30d,ev_target_category,ev_territory_category_rank,ev_territory_category_orders_90d,ev_current_category_count_90d,ev_revenue_previous_30d,ev_revenue_30d,ev_revenue_growth_30d,ev_revenue_gap_vs_previous_30d,ev_orders_previous_30d,ev_orders_30d,ev_revenue_index_vs_peer,ev_days_since_last_order,ev_stockout_events_90d,ev_stockout_rate_90d,ev_avg_closing_stock_90d
866,57,OPP-001034,1583,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,4507.62,0.0,0.0,23.426661559625828,3.343559692912509,0.0,0.0,,,,,,,,,,,,,10.0,0.0513,0.949
867,58,OPP-001053,1612,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,10.0,0.0513,0.949
868,59,OPP-001060,1623,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,28581.21,19909.32,5716.242,55.50823943484566,1.4372138139666326,5.0,4.0,,,,,,,,,,,,,10.0,0.0513,0.949
869,60,OPP-001078,1648,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,0.0,1947.78,0.0,0.0,0.0,5.0,2.0,,,,,,,,,,,,,10.0,0.0513,0.949
870,61,OPP-001091,1671,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,29042.0,18031.18,9680.666666666666,43.914389772643766,1.4273620317865985,3.0,2.0,,,,,,,,,,,,,10.0,0.0513,0.949
871,62,OPP-001121,1713,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,1031.21,0.0,1031.21,5.04527839030173,1.0316020087633302,1.0,1.0,,,,,,,,,,,,,10.0,0.0513,0.949
872,63,OPP-001125,1716,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,1721.37,2419.34,0.0,8.847183746472936,1.6152027248927965,0.0,0.0,,,,,,,,,,,,,10.0,0.0513,0.949
873,64,OPP-001143,1739,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,19433.13,10534.2,6477.71,29.388663035742532,0.9048477453573492,3.0,3.0,,,,,,,,,,,,,10.0,0.0513,0.949
874,65,OPP-001166,1763,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,0.0,14394.37,0.0,0.0,0.0,3.0,3.0,,,,,,,,,,,,,10.0,0.0513,0.949
875,66,OPP-001169,1766,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,5214.9800000000005,404.51,0.0,13.058000027543343,1.1369104911188743,0.0,0.0,,,,,,,,,,,,,10.0,0.0513,0.949
876,67,OPP-001206,1817,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,1153.64,2449.49,576.82,6.068563553058638,0.6615439312788871,2.0,0.0,,,,,,,,,,,,,10.0,0.0513,0.949
877,68,OPP-001241,1867,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,0.0,2938.21,0.0,0.0,0.0,6.0,3.0,,,,,,,,,,,,,10.0,0.0513,0.949
878,69,OPP-001248,1875,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,8383.52,11107.1,4191.76,22.53326090596744,1.6649692963989802,2.0,1.0,,,,,,,,,,,,,10.0,0.0513,0.949
879,70,OPP-001257,1894,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,10.0,0.0513,0.949
880,71,OPP-001270,1905,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,0.0,6045.71,0.0,0.0,0.0,2.0,2.0,,,,,,,,,,,,,10.0,0.0513,0.949
881,72,OPP-001279,1925,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,0.0,5193.049999999999,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,10.0,0.0513,0.949
882,73,OPP-001296,1946,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,6361.81,3140.93,0.0,30.357360997117823,5.228183065834998,0.0,0.0,,,,,,,,,,,,,10.0,0.0513,0.949
883,74,OPP-001308,1965,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,5054.88,4702.98,1010.976,29.95337118233592,3.749493750695397,5.0,3.0,,,,,,,,,,,,,10.0,0.0513,0.949
884,75,OPP-001322,1989,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,1390.89,962.34,695.445,7.83464052434845,0.9536114634397176,2.0,0.0,,,,,,,,,,,,,10.0,0.0513,0.949
885,76,OPP-001357,2042,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,1644.01,2760.62,0.0,8.040348217342396,1.127153680024682,0.0,0.0,,,,,,,,,,,,,10.0,0.0513,0.949
886,77,OPP-001391,2096,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,8818.33,3982.64,8818.33,25.369115739022615,1.9224717815117804,1.0,1.0,,,,,,,,,,,,,10.0,0.0513,0.949
887,78,OPP-001430,2139,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,22917.83,33086.369999999995,7639.276666666668,58.19742327071202,1.504161777021688,3.0,1.0,,,,,,,,,,,,,10.0,0.0513,0.949
888,79,OPP-001431,2140,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,22193.44,15453.63,22193.44,36.27826658938093,1.1160030855040644,1.0,0.0,,,,,,,,,,,,,10.0,0.0513,0.949
889,80,OPP-001456,2176,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,0.0,7412.16,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,10.0,0.0513,0.949
890,81,OPP-001468,2187,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,0.0,5400.9,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,10.0,0.0513,0.949
891,82,OPP-001510,2250,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,14299.11,5541.75,0.0,42.14982941263986,2.5369270046962686,0.0,0.0,,,,,,,,,,,,,10.0,0.0513,0.949
892,83,OPP-001519,2260,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,0.0,2672.27,0.0,0.0,0.0,3.0,1.0,,,,,,,,,,,,,10.0,0.0513,0.949
893,84,OPP-001576,2343,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,3942.77,924.92,1971.385,20.47730537634632,2.924578125579498,2.0,2.0,,,,,,,,,,,,,10.0,0.0513,0.949
894,85,OPP-001578,2344,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,4745.28,6963.13,2372.64,28.337812175283958,3.2861367146111924,2.0,0.0,,,,,,,,,,,,,10.0,0.0513,0.949
895,86,OPP-001582,2350,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,2665.95,4219.68,2665.95,15.526447288877703,2.1051738024921427,1.0,0.0,,,,,,,,,,,,,10.0,0.0513,0.949
896,87,OPP-001589,2359,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,26008.120000000003,36882.22,26008.120000000003,61.24580043982623,1.2782522899989557,1.0,1.0,,,,,,,,,,,,,10.0,0.0513,0.949
897,88,OPP-001626,2404,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,8184.389999999999,6816.53,4092.195,21.34480466287691,1.7842674093492985,2.0,0.0,,,,,,,,,,,,,10.0,0.0513,0.949
898,89,OPP-001629,2406,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,0.0,4190.46,0.0,0.0,0.0,2.0,2.0,,,,,,,,,,,,,10.0,0.0513,0.949
899,90,OPP-001642,2426,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,0.0,6087.219999999999,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,10.0,0.0513,0.949
900,91,OPP-001654,2444,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,2237.99,7213.99,2237.99,10.997845140016755,1.5498223721113826,1.0,0.0,,,,,,,,,,,,,10.0,0.0513,0.949
901,92,OPP-001660,2452,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,0.0,7250.65,0.0,6.52439322166333,0.0,1.0,1.0,,,,,,,,,,,,,10.0,0.0513,0.949
902,93,OPP-001662,2459,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,3146.95,2158.14,3146.95,17.297453875471742,1.695007002046752,1.0,0.0,,,,,,,,,,,,,10.0,0.0513,0.949
903,94,OPP-001664,2462,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,4966.780000000001,1812.89,4966.780000000001,31.655425499804696,4.9686680938756735,1.0,1.0,,,,,,,,,,,,,10.0,0.0513,0.949
904,95,OPP-001680,2486,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,15392.930000000002,5211.05,7696.465000000001,36.05882912399112,3.0570399822054166,2.0,1.0,,,,,,,,,,,,,10.0,0.0513,0.949
905,96,OPP-001707,2528,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,0.0,4751.61,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,10.0,0.0513,0.949
906,97,OPP-001709,2529,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,369.62,0.0,123.20666666666666,1.985974278296453,0.3037564820065251,3.0,2.0,,,,,,,,,,,,,10.0,0.0513,0.949
907,98,OPP-001713,2533,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,11435.69,8250.77,3811.896666666666,28.33925856978521,1.8656898557297772,3.0,2.0,,,,,,,,,,,,,10.0,0.0513,0.949
908,99,OPP-001728,2550,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,20811.61,7680.14,6937.203333333334,61.00696205314612,3.679374643096446,3.0,1.0,,,,,,,,,,,,,10.0,0.0513,0.949
909,100,OPP-001737,2558,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,0.0,4232.43,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,10.0,0.0513,0.949
910,101,OPP-001740,2560,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,0.0,1694.35,0.0,0.0,0.0,3.0,2.0,,,,,,,,,,,,,10.0,0.0513,0.949
911,102,OPP-001754,2576,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,296.26,0.0,296.26,1.625896682624155,0.1595712592911774,1.0,1.0,,,,,,,,,,,,,10.0,0.0513,0.949
912,103,OPP-001785,2614,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,4142.72,984.32,4142.72,20.96381359718925,3.072892482290546,1.0,1.0,,,,,,,,,,,,,10.0,0.0513,0.949
913,104,OPP-001838,2696,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,5982.03,0.0,5982.03,31.604014566725503,4.916077019797342,1.0,0.0,,,,,,,,,,,,,10.0,0.0513,0.949
914,105,OPP-001855,2723,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,232.14,11207.58,0.0,0.6806061833895618,0.0461030655936956,0.0,0.0,,,,,,,,,,,,,10.0,0.0513,0.949
915,106,OPP-001879,2758,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,668.2,4406.13,334.1,1.6791400149469096,0.1359908742430394,2.0,1.0,,,,,,,,,,,,,10.0,0.0513,0.949
916,107,OPP-001883,2763,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,1726.48,8680.82,287.74666666666667,4.895665676463215,0.3513701355329582,6.0,5.0,,,,,,,,,,,,,10.0,0.0513,0.949
917,108,OPP-001896,2777,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,20341.83,17999.66,20341.83,30.80521121554091,1.0056059713976817,1.0,1.0,,,,,,,,,,,,,10.0,0.0513,0.949
918,109,OPP-001911,2795,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,11239.47,10670.7,11239.47,26.35229521964642,2.501384283266196,1.0,0.0,,,,,,,,,,,,,10.0,0.0513,0.949
919,110,OPP-001928,2823,Stock Risk,53.23,P3,Monitor,65.0,MEDIUM,"{""stockout_events_90d"": 10, ""stockout_rate_90d"": 0.0513, ""avg_closing_stock_90d"": 0.949}",Review recent stockout frequency and replenish at-risk SKUs; coordinate with the distributor before the next sales visit.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,10.0,0.0513,0.949
